timestamp,generation,population_size,avg_fitness,generation_best,current_best
1739792495.435408,31,393,29638.266612042305,25133.623665110754,24463.146362448097
1739792495.4390092,32,400,29588.199270405323,25133.623665110754,24463.146362448097
1739792495.4426587,33,407,29610.303642781306,25133.623665110754,24463.146362448097
1739792495.4463623,34,414,29631.487795483135,25133.623665110754,24463.146362448097
1739792495.4500973,35,420,29627.28520086331,25133.623665110754,24463.146362448097
1739792495.4541276,36,425,29625.58323391906,25028.991567469675,24463.146362448097
1739792495.4580426,37,430,29554.81142963602,25028.991567469675,24463.146362448097
1739792495.4618192,38,434,29664.627054363995,25028.991567469675,24463.146362448097
1739792495.4656558,39,437,29697.721584340128,25065.35987271647,24463.146362448097
1739792495.46944,40,443,29706.260186418353,25065.35987271647,24463.146362448097
1739792495.4733546,41,447,29660.819028227364,25065.35987271647,24463.146362448097
1739792495.4771543,42,451,29626.239804454184,25065.35987271647,24463.146362448097
1739792495.4810894,43,455,29581.233672876755,25065.35987271647,24463.146362448097
1739792495.4849637,44,457,29543.826763763107,25065.35987271647,24463.146362448097
1739792495.4889758,45,459,29565.034100479646,25065.35987271647,24463.146362448097
1739792495.492902,46,461,29509.028740672155,25065.35987271647,24463.146362448097
1739792495.4969208,47,464,29491.38123794688,25220.552625583477,24463.146362448097
1739792495.5009174,48,472,29430.392647405395,25220.552625583477,24463.146362448097
1739792495.5051184,49,476,29434.725883888525,25698.695293309116,24463.146362448097
1739792495.5094085,50,478,29427.20639587089,25698.695293309116,24463.146362448097
1739792495.513749,51,482,29431.80746795821,25704.617360206823,24463.146362448097
1739792495.5181284,52,488,29426.383031631478,25087.814356196406,24463.146362448097
1739792495.522601,53,492,29428.17860300119,24793.590837847416,24463.146362448097
1739792495.5269518,54,497,29399.017732743487,24426.476916651183,24426.476916651183
1739792495.5314672,55,503,29429.667829477403,24426.476916651183,24426.476916651183
1739792495.5360196,56,507,29480.33553142271,24426.476916651183,24426.476916651183
1739792495.540703,57,512,29457.276375831356,24426.476916651183,24426.476916651183
1739792495.5454893,58,515,29515.11520964415,24426.476916651183,24426.476916651183
1739792495.550117,59,520,29464.817952739668,24426.476916651183,24426.476916651183
1739792495.554871,60,522,29517.584874172193,24793.590837847416,24426.476916651183
1739792495.5595717,61,526,29517.17661385085,24793.590837847416,24426.476916651183
1739792495.564276,62,531,29536.469228579703,24793.590837847416,24426.476916651183
1739792495.5690415,63,534,29598.020941047056,25087.814356196406,24426.476916651183
1739792495.5738852,64,539,29575.851326185413,25087.814356196406,24426.476916651183
1739792495.5786316,65,541,29578.867707067824,25087.814356196406,24426.476916651183
1739792495.5835192,66,545,29572.52784072358,25087.814356196406,24426.476916651183
1739792495.5885205,67,551,29553.50233073102,25087.814356196406,24426.476916651183
1739792495.5934722,68,556,29551.960455953395,25087.814356196406,24426.476916651183
1739792495.5985441,69,564,29579.547842447835,25087.814356196406,24426.476916651183
1739792495.60399,70,570,29559.680440005184,24635.55403133076,24426.476916651183
1739792495.609513,71,574,29607.859868083488,24635.55403133076,24426.476916651183
1739792495.6142168,72,579,29620.036241932045,24321.404632147394,24321.404632147394
1739792495.6191094,73,587,29606.37732835015,25334.91021056697,24321.404632147394
1739792495.6242676,74,590,29647.080359508596,25334.91021056697,24321.404632147394
1739792495.6294866,75,595,29622.322146324157,25334.91021056697,24321.404632147394
1739792495.634774,76,600,29617.3108806286,25334.91021056697,24321.404632147394
1739792495.640323,77,600,29607.723397039397,25334.91021056697,24321.404632147394
1739792495.6462224,78,602,29629.51224049602,25334.91021056697,24321.404632147394
1739792495.652583,79,604,29645.12028314122,25334.91021056697,24321.404632147394
1739792495.659323,80,608,29674.358110117573,25334.91021056697,24321.404632147394
1739792495.6660864,81,612,29690.062695210385,25334.91021056697,24321.404632147394
1739792495.6725984,82,618,29688.480061601345,25273.359120957626,24321.404632147394
1739792495.6787858,83,621,29708.950981250473,25273.359120957626,24321.404632147394
1739792495.684909,84,624,29694.326647576596,25273.359120957626,24321.404632147394
1739792495.6910784,85,627,29653.455955186873,25273.359120957626,24321.404632147394
1739792495.697005,86,631,29632.878873282945,25273.359120957626,24321.404632147394
1739792495.7030458,87,636,29610.670762079008,24985.168640399836,24321.404632147394
1739792495.7090647,88,639,29586.80464050993,24985.168640399836,24321.404632147394
1739792495.7151012,89,642,29578.052883095796,24474.204402049865,24321.404632147394
1739792495.7212603,90,646,29692.332352874306,24985.168640399836,24321.404632147394
1739792495.727285,91,651,29714.767327010974,24985.168640399836,24321.404632147394
1739792495.7333648,92,656,29728.90106212964,24985.168640399836,24321.404632147394
1739792495.7396388,93,661,29698.415872867492,24985.168640399836,24321.404632147394
1739792495.7457914,94,661,29696.930488623082,24985.168640399836,24321.404632147394
1739792495.7520318,95,665,29733.897801151492,24985.168640399836,24321.404632147394
1739792495.758309,96,669,29734.49587090014,25273.359120957626,24321.404632147394
1739792495.764662,97,671,29778.89154537319,25273.359120957626,24321.404632147394
1739792495.7712302,98,673,29749.26581276467,25273.359120957626,24321.404632147394
1739792495.777596,99,679,29716.147951294548,25273.359120957626,24321.404632147394
1739792495.7841883,100,683,29767.73767227286,25273.359120957626,24321.404632147394
1739792495.7907734,101,685,29768.126183861663,25273.359120957626,24321.404632147394
1739792495.7973928,102,689,29820.004719774082,25273.359120957626,24321.404632147394
1739792495.8041222,103,694,29803.891070146634,25273.359120957626,24321.404632147394
1739792495.8109622,104,698,29755.427866371865,25273.359120957626,24321.404632147394
1739792495.8176863,105,702,29730.52808718465,24710.59479062166,24321.404632147394
1739792495.8244183,106,705,29768.850543943285,25273.359120957626,24321.404632147394
1739792495.8312144,107,709,29750.018958224253,25273.359120957626,24321.404632147394
1739792495.838253,108,709,29718.620675346952,25273.359120957626,24321.404632147394
1739792495.845152,109,710,29717.176984056983,25273.359120957626,24321.404632147394
1739792495.8522048,110,711,29698.658995862523,25273.359120957626,24321.404632147394
1739792495.8590188,111,711,29672.865792530567,25273.359120957626,24321.404632147394
1739792495.8659484,112,717,29656.453135714873,24854.170995924076,24321.404632147394
1739792495.8731353,113,719,29639.793479344775,23213.149082044343,23213.149082044343
1739792495.8801184,114,720,29688.66530978642,23213.149082044343,23213.149082044343
1739792495.8873484,115,725,29671.81989705295,23213.149082044343,23213.149082044343
1739792495.8943439,116,728,29669.292796261285,23213.149082044343,23213.149082044343
1739792495.901525,117,732,29642.350638214804,23213.149082044343,23213.149082044343
1739792495.9088304,118,738,29651.94245116185,23213.149082044343,23213.149082044343
1739792495.9161503,119,742,29683.004443844886,23213.149082044343,23213.149082044343
1739792495.9234726,120,745,29656.714113859416,23213.149082044343,23213.149082044343
1739792495.9307063,121,746,29630.60352629955,23213.149082044343,23213.149082044343
1739792495.9380052,122,748,29666.989591635844,23213.149082044343,23213.149082044343
1739792495.9452999,123,750,29702.12024138279,23213.149082044343,23213.149082044343
1739792495.952754,124,752,29705.728793716375,23213.149082044343,23213.149082044343
1739792495.9603603,125,752,29770.575051749074,23213.149082044343,23213.149082044343
1739792495.9682837,126,754,29773.328927701175,23213.149082044343,23213.149082044343
1739792495.9761167,127,757,29751.37817973507,23213.149082044343,23213.149082044343
1739792495.9839256,128,761,29755.371033145977,23213.149082044343,23213.149082044343
1739792495.9917183,129,763,29754.53382145524,23213.149082044343,23213.149082044343
1739792495.999419,130,767,29785.181326954094,23213.149082044343,23213.149082044343
1739792496.007218,131,771,29855.17562731425,23213.149082044343,23213.149082044343
1739792496.014952,132,773,29823.82683565977,23213.149082044343,23213.149082044343
1739792496.0230277,133,773,29824.48672021995,23213.149082044343,23213.149082044343
1739792496.0307593,134,777,29808.714770687726,23213.149082044343,23213.149082044343
1739792496.0386002,135,779,29791.03424292737,23213.149082044343,23213.149082044343
1739792496.0463123,136,784,29788.684395527045,23213.149082044343,23213.149082044343
1739792496.0543382,137,787,29778.65382266978,23213.149082044343,23213.149082044343
1739792496.0621233,138,792,29796.01420932674,23213.149082044343,23213.149082044343
1739792496.0701072,139,793,29783.91012761548,23213.149082044343,23213.149082044343
1739792496.0779197,140,794,29761.34504987737,23213.149082044343,23213.149082044343
1739792496.0858822,141,798,29791.255578996024,23213.149082044343,23213.149082044343
1739792496.09384,142,801,29750.263282525804,23213.149082044343,23213.149082044343
1739792496.1020336,143,803,29728.38101153514,23213.149082044343,23213.149082044343
1739792496.1103134,144,803,29750.40350168308,23213.149082044343,23213.149082044343
1739792496.118619,145,809,29774.503733975453,23213.149082044343,23213.149082044343
1739792496.1268785,146,817,29734.11977700069,23213.149082044343,23213.149082044343
1739792496.135249,147,820,29770.222115152388,23213.149082044343,23213.149082044343
1739792496.143721,148,828,29759.20719210186,23213.149082044343,23213.149082044343
1739792496.1521215,149,832,29753.088866676793,23213.149082044343,23213.149082044343
1739792496.1604757,150,835,29758.40224637541,23213.149082044343,23213.149082044343
1739792496.168699,151,837,29759.14695609883,23213.149082044343,23213.149082044343
1739792496.177123,152,848,29736.93428339686,23213.149082044343,23213.149082044343
1739792496.1854339,153,851,29782.703407310793,23213.149082044343,23213.149082044343
1739792496.1937246,154,853,29800.610188264014,23213.149082044343,23213.149082044343
1739792496.201985,155,854,29791.45477721101,23213.149082044343,23213.149082044343
1739792496.210273,156,858,29820.62249884964,23390.329076817598,23213.149082044343
1739792496.2183962,157,858,29816.828653575547,23390.329076817598,23213.149082044343
1739792496.2265553,158,860,29829.90157157328,24652.663979014666,23213.149082044343
1739792496.2346778,159,861,29852.62782737644,24399.78286279196,23213.149082044343
1739792496.2429416,160,864,29850.301442773667,24399.78286279196,23213.149082044343
1739792496.2510781,161,865,29857.116049494765,24399.78286279196,23213.149082044343
1739792496.2592802,162,865,29847.35157914193,23780.126577648454,23213.149082044343
1739792496.2675312,163,866,29828.6815391761,23780.126577648454,23213.149082044343
1739792496.2757688,164,869,29824.03252766408,23780.126577648454,23213.149082044343
1739792496.2840405,165,870,29806.724398255115,23780.126577648454,23213.149082044343
1739792496.2924755,166,875,29838.325658167738,23780.126577648454,23213.149082044343
1739792496.3007557,167,875,29858.64420664031,23780.126577648454,23213.149082044343
1739792496.3091638,168,877,29846.29037976146,23780.126577648454,23213.149082044343
1739792496.317594,169,881,29832.62991439586,23780.126577648454,23213.149082044343
1739792496.3259542,170,883,29850.3425270512,23780.126577648454,23213.149082044343
1739792496.334323,171,883,29855.80018615417,23780.126577648454,23213.149082044343
1739792496.3428073,172,886,29891.755161346733,23780.126577648454,23213.149082044343
1739792496.3511872,173,888,29885.962833518486,24399.78286279196,23213.149082044343
1739792496.3595676,174,891,29883.817911217266,24399.78286279196,23213.149082044343
1739792496.3679743,175,893,29883.413877624553,24835.133519476105,23213.149082044343
1739792496.3765032,176,899,29900.192616283497,24835.133519476105,23213.149082044343
1739792496.3850896,177,901,29913.38062809923,24835.133519476105,23213.149082044343
1739792496.3936021,178,907,29908.667972027717,24835.133519476105,23213.149082044343
1739792496.4023004,179,913,29929.60463013729,24835.133519476105,23213.149082044343
1739792496.4109473,180,915,29902.20511823086,24835.133519476105,23213.149082044343
1739792496.4197798,181,917,29917.347126485896,24835.133519476105,23213.149082044343
1739792496.4285183,182,920,29924.563041248213,24835.133519476105,23213.149082044343
1739792496.4374487,183,924,29926.76115835232,24835.133519476105,23213.149082044343
1739792496.4461603,184,928,29936.551607243007,24835.133519476105,23213.149082044343
1739792496.455229,185,928,29967.14281594228,24835.133519476105,23213.149082044343
1739792496.464149,186,930,29981.187172535705,24455.926470517974,23213.149082044343
1739792496.4737163,187,933,29986.51902283441,24455.926470517974,23213.149082044343
1739792496.483115,188,934,29981.473983242362,24455.926470517974,23213.149082044343
1739792496.4924552,189,935,29992.442040207152,24455.926470517974,23213.149082044343
1739792496.501589,190,938,30019.722708374866,24455.926470517974,23213.149082044343
1739792496.510847,191,940,29996.741267591085,24455.926470517974,23213.149082044343
1739792496.5202055,192,944,29988.330526304962,24455.926470517974,23213.149082044343
1739792496.5294657,193,948,30030.29689991037,24455.926470517974,23213.149082044343
1739792496.538722,194,950,30002.443672073347,24455.926470517974,23213.149082044343
1739792496.5477502,195,952,30017.008998868627,24455.926470517974,23213.149082044343
1739792496.557018,196,955,30029.12283588538,24455.926470517974,23213.149082044343
1739792496.5662377,197,960,30016.052956731986,24455.926470517974,23213.149082044343
1739792496.575438,198,962,30011.3576074543,24455.926470517974,23213.149082044343
1739792496.584626,199,965,29994.913824472173,24455.926470517974,23213.149082044343
1739792496.5937839,200,966,29985.12511702994,24455.926470517974,23213.149082044343
1739792496.6030376,201,967,30015.262682358552,24455.926470517974,23213.149082044343
1739792496.6122463,202,969,30038.15906313499,24455.926470517974,23213.149082044343
1739792496.6215558,203,971,30013.810226707566,24455.926470517974,23213.149082044343
1739792496.6307487,204,971,30006.307922447282,24455.926470517974,23213.149082044343
1739792496.6401522,205,975,29956.473392390213,24455.926470517974,23213.149082044343
1739792496.6496077,206,979,29919.711806933832,24002.440282889213,23213.149082044343
1739792496.6592767,207,979,29942.838937667584,24002.440282889213,23213.149082044343
1739792496.6693075,208,981,29941.061175244075,24002.440282889213,23213.149082044343
1739792496.6800625,209,986,29930.064339981327,24002.440282889213,23213.149082044343
1739792496.6915202,210,986,29915.869777912154,24002.440282889213,23213.149082044343
1739792496.7026217,211,988,29928.294904702765,24002.440282889213,23213.149082044343
1739792496.713135,212,990,29945.844860213154,24002.440282889213,23213.149082044343
1739792496.7234378,213,993,29953.6732343276,24002.440282889213,23213.149082044343
1739792496.7332106,214,997,29957.03957247286,24002.440282889213,23213.149082044343
1739792496.743022,215,1000,29958.091652516945,24002.440282889213,23213.149082044343
1739792496.7525535,216,1002,29960.032216374922,24002.440282889213,23213.149082044343
1739792496.7620738,217,1007,29952.01921311563,24002.440282889213,23213.149082044343
1739792496.7717848,218,1010,29970.652131836217,24002.440282889213,23213.149082044343
1739792496.7812686,219,1012,29966.087503826537,24002.440282889213,23213.149082044343
1739792496.7907999,220,1017,29957.87407629798,24002.440282889213,23213.149082044343
1739792496.800146,221,1019,29984.17284964546,24002.440282889213,23213.149082044343
1739792496.8096514,222,1023,29974.415622144294,24002.440282889213,23213.149082044343
1739792496.819251,223,1027,29960.31261220333,24002.440282889213,23213.149082044343
1739792496.8287332,224,1027,29963.624556092705,24002.440282889213,23213.149082044343
1739792496.8384407,225,1030,30002.535830385958,24002.440282889213,23213.149082044343
1739792496.8481991,226,1033,29985.42467725144,24002.440282889213,23213.149082044343
1739792496.858023,227,1035,29977.284181857096,24002.440282889213,23213.149082044343
1739792496.8676996,228,1035,29986.552498673707,24002.440282889213,23213.149082044343
1739792496.8775504,229,1040,29980.092029940963,24002.440282889213,23213.149082044343
1739792496.8875241,230,1042,29968.34367671187,24002.440282889213,23213.149082044343
1739792496.8972712,231,1048,29968.36508813909,24002.440282889213,23213.149082044343
1739792496.9071898,232,1048,29982.66900779442,24002.440282889213,23213.149082044343
1739792496.9167845,233,1051,29994.0050306742,24635.69465515659,23213.149082044343
1739792496.9265835,234,1054,29997.228856388876,24635.69465515659,23213.149082044343
1739792496.9364312,235,1056,29977.310660538107,24635.69465515659,23213.149082044343
1739792496.9462025,236,1058,29951.151072040637,24635.69465515659,23213.149082044343
1739792496.956221,237,1059,29903.4293308802,24635.69465515659,23213.149082044343
1739792496.966181,238,1061,29885.71963524356,24501.962459580413,23213.149082044343
1739792496.9766989,239,1064,29923.79139527011,24501.962459580413,23213.149082044343
1739792496.9874964,240,1064,29935.594165682982,24501.962459580413,23213.149082044343
1739792496.9978333,241,1068,29940.360852228834,24501.962459580413,23213.149082044343
1739792497.0083175,242,1069,29928.445461172294,24501.962459580413,23213.149082044343
1739792497.0186489,243,1075,29942.69298093246,24501.962459580413,23213.149082044343
1739792497.0288875,244,1077,29932.952629960346,24501.962459580413,23213.149082044343
1739792497.039254,245,1078,29897.502419967095,24501.962459580413,23213.149082044343
1739792497.049296,246,1080,29891.845305935156,24501.962459580413,23213.149082044343
1739792497.0594788,247,1083,29882.58733907424,24501.962459580413,23213.149082044343
1739792497.069507,248,1084,29845.83667125586,24501.962459580413,23213.149082044343
1739792497.0796454,249,1086,29837.200143022186,24501.962459580413,23213.149082044343
1739792497.089778,250,1089,29821.104214849143,23596.150666869195,23213.149082044343
1739792497.1003156,251,1093,29803.641478634447,23596.150666869195,23213.149082044343
1739792497.110592,252,1095,29830.744139353374,23596.150666869195,23213.149082044343
1739792497.1208339,253,1098,29832.46743054057,23596.150666869195,23213.149082044343
1739792497.1307535,254,1099,29814.952003903796,23596.150666869195,23213.149082044343
1739792497.1409392,255,1100,29793.88572752205,23596.150666869195,23213.149082044343
1739792497.1514697,256,1102,29807.314452906,23884.050765649823,23213.149082044343
1739792497.1621315,257,1105,29775.05334753136,23884.050765649823,23213.149082044343
1739792497.172861,258,1107,29802.186759849148,24357.19246763639,23213.149082044343
1739792497.1833677,259,1109,29810.166272809867,24357.19246763639,23213.149082044343
1739792497.1938212,260,1111,29809.02753936388,24357.19246763639,23213.149082044343
1739792497.2042673,261,1113,29823.891460412528,24357.19246763639,23213.149082044343
1739792497.2147422,262,1117,29826.138366108342,24357.19246763639,23213.149082044343
1739792497.2252402,263,1122,29798.351461140293,24357.19246763639,23213.149082044343
1739792497.2356355,264,1123,29769.026913740745,24357.19246763639,23213.149082044343
1739792497.246115,265,1127,29737.459653250855,24357.19246763639,23213.149082044343
1739792497.25668,266,1132,29729.00565011922,24357.19246763639,23213.149082044343
1739792497.267091,267,1135,29733.870251518725,24357.19246763639,23213.149082044343
1739792497.2775795,268,1136,29725.166993370156,24357.19246763639,23213.149082044343
1739792497.2880945,269,1139,29710.607498386522,24357.19246763639,23213.149082044343
1739792497.298516,270,1141,29703.703328678894,24357.19246763639,23213.149082044343
1739792497.3089767,271,1143,29710.20451911544,24357.19246763639,23213.149082044343
1739792497.3194778,272,1143,29659.547447609195,24357.19246763639,23213.149082044343
1739792497.3298345,273,1143,29662.90772745881,24357.19246763639,23213.149082044343
1739792497.3402445,274,1144,29681.814919669287,24357.19246763639,23213.149082044343
1739792497.3505538,275,1144,29698.30580462002,24357.19246763639,23213.149082044343
1739792497.3609788,276,1148,29697.122360206504,24357.19246763639,23213.149082044343
1739792497.3715377,277,1151,29686.319381518697,24357.19246763639,23213.149082044343
1739792497.3819146,278,1152,29666.4286198903,24357.19246763639,23213.149082044343
1739792497.3925748,279,1154,29690.6439997859,24501.962459580413,23213.149082044343
1739792497.4031355,280,1155,29722.36608060235,24501.962459580413,23213.149082044343
1739792497.413608,281,1155,29734.907660980785,24083.875577659594,23213.149082044343
1739792497.424222,282,1156,29760.07252073161,24083.875577659594,23213.149082044343
1739792497.434664,283,1160,29747.126327760896,24083.875577659594,23213.149082044343
1739792497.4453413,284,1162,29747.100880786842,24083.875577659594,23213.149082044343
1739792497.4561381,285,1163,29759.801678185075,24083.875577659594,23213.149082044343
1739792497.4666092,286,1167,29763.56685650144,24083.875577659594,23213.149082044343
1739792497.4772868,287,1168,29776.45532745718,24083.875577659594,23213.149082044343
1739792497.488648,288,1170,29766.987483691864,24083.875577659594,23213.149082044343
1739792497.499674,289,1171,29773.87311285866,24083.875577659594,23213.149082044343
1739792497.510821,290,1172,29769.373934924086,24083.875577659594,23213.149082044343
1739792497.5219867,291,1176,29794.90833792784,24083.875577659594,23213.149082044343
1739792497.5328362,292,1177,29794.43206629099,24083.875577659594,23213.149082044343
1739792497.5437534,293,1180,29820.38895357363,24083.875577659594,23213.149082044343
1739792497.5547297,294,1185,29815.134209018306,24083.875577659594,23213.149082044343
1739792497.5655348,295,1186,29814.362427102762,24083.875577659594,23213.149082044343
1739792497.576455,296,1187,29817.283334757263,24083.875577659594,23213.149082044343
1739792497.5873923,297,1190,29823.07004055777,24083.875577659594,23213.149082044343
1739792497.598144,298,1192,29816.089908584432,24083.875577659594,23213.149082044343
1739792497.6093335,299,1195,29809.607467248636,24083.875577659594,23213.149082044343
1739792497.6205635,300,1199,29824.482300618434,24083.875577659594,23213.149082044343
1739792497.6315007,301,1200,29832.496270328593,24083.875577659594,23213.149082044343
1739792497.6427069,302,1202,29859.968376451718,24083.875577659594,23213.149082044343
1739792497.653948,303,1204,29875.499407188578,24709.719085849276,23213.149082044343
1739792497.6654494,304,1205,29874.096774143796,24709.719085849276,23213.149082044343
1739792497.6769745,305,1209,29884.122162154217,24709.719085849276,23213.149082044343
1739792497.688479,306,1209,29865.6420775696,24588.065153865075,23213.149082044343
1739792497.7004411,307,1210,29852.46797191053,24588.065153865075,23213.149082044343
1739792497.7135758,308,1212,29852.077860014993,24588.065153865075,23213.149082044343
1739792497.7268763,309,1212,29840.903439731253,24588.065153865075,23213.149082044343
1739792497.739187,310,1215,29833.790139264725,24588.065153865075,23213.149082044343
1739792497.750872,311,1217,29812.270708064374,24588.065153865075,23213.149082044343
1739792497.7624013,312,1217,29832.565065706323,24588.065153865075,23213.149082044343
1739792497.77391,313,1218,29865.560759906497,23828.66500589972,23213.149082044343
1739792497.786512,314,1219,29878.021577467163,23828.66500589972,23213.149082044343
1739792497.798363,315,1221,29838.372757840905,23828.66500589972,23213.149082044343
1739792497.8094301,316,1225,29863.65325973507,23828.66500589972,23213.149082044343
1739792497.8203435,317,1227,29848.700586702354,23828.66500589972,23213.149082044343
1739792497.831274,318,1229,29875.72478138772,23828.66500589972,23213.149082044343
1739792497.8419716,319,1229,29864.418811407635,23828.66500589972,23213.149082044343
1739792497.8532047,320,1231,29842.47371355066,23828.66500589972,23213.149082044343
1739792497.8644142,321,1232,29846.274611940007,23828.66500589972,23213.149082044343
1739792497.8757606,322,1232,29856.809693066258,23828.66500589972,23213.149082044343
1739792497.8872414,323,1234,29844.77858964623,23776.788926372148,23213.149082044343
1739792497.898653,324,1236,29838.687228356914,23776.788926372148,23213.149082044343
1739792497.9100864,325,1237,29852.168834229597,23776.788926372148,23213.149082044343
1739792497.9216373,326,1237,29849.13079041003,23828.66500589972,23213.149082044343
1739792497.933206,327,1238,29826.349503618734,23828.66500589972,23213.149082044343
1739792497.94469,328,1239,29823.06272913776,23828.66500589972,23213.149082044343
1739792497.9563768,329,1242,29842.36788681574,23828.66500589972,23213.149082044343
1739792497.967889,330,1245,29841.752364948774,23828.66500589972,23213.149082044343
1739792497.9794033,331,1247,29822.70555260626,23828.66500589972,23213.149082044343
1739792497.9913607,332,1251,29836.609117755197,23828.66500589972,23213.149082044343
1739792498.0034013,333,1254,29839.232659658395,23828.66500589972,23213.149082044343
1739792498.0150952,334,1254,29843.903298652534,23828.66500589972,23213.149082044343
1739792498.0268805,335,1255,29849.2992879157,23828.66500589972,23213.149082044343
1739792498.038786,336,1256,29853.37758938452,23828.66500589972,23213.149082044343
1739792498.0504918,337,1256,29850.877505673794,23828.66500589972,23213.149082044343
1739792498.0620751,338,1259,29840.097596347106,23828.66500589972,23213.149082044343
1739792498.073512,339,1260,29840.25131697669,23828.66500589972,23213.149082044343
1739792498.0851262,340,1261,29831.753513059666,23828.66500589972,23213.149082044343
1739792498.096489,341,1263,29806.01638370162,23828.66500589972,23213.149082044343
1739792498.1084936,342,1268,29836.63120764293,23828.66500589972,23213.149082044343
1739792498.121889,343,1270,29849.92275210023,23736.72733141377,23213.149082044343
1739792498.1353676,344,1271,29834.2067619438,23736.72733141377,23213.149082044343
1739792498.1492875,345,1271,29833.624494463176,23736.72733141377,23213.149082044343
1739792498.1641622,346,1272,29835.16542618903,23736.72733141377,23213.149082044343
1739792498.178323,347,1274,29838.425653516835,23736.72733141377,23213.149082044343
1739792498.1916633,348,1275,29838.871104482758,23736.72733141377,23213.149082044343
1739792498.2048745,349,1279,29822.894875230555,23736.72733141377,23213.149082044343
1739792498.217533,350,1282,29823.048331113954,23736.72733141377,23213.149082044343
1739792498.2299497,351,1285,29815.616125591238,23736.72733141377,23213.149082044343
1739792498.2427356,352,1288,29789.926543929145,23828.66500589972,23213.149082044343
1739792498.2553432,353,1289,29800.504985022155,24762.11517075395,23213.149082044343
1739792498.2677634,354,1291,29806.36037899107,24762.11517075395,23213.149082044343
1739792498.2798731,355,1292,29808.614447110802,24762.11517075395,23213.149082044343
1739792498.2920313,356,1293,29785.484578067677,24602.96673739883,23213.149082044343
1739792498.3052313,357,1294,29782.760764967345,24602.96673739883,23213.149082044343
1739792498.319323,358,1296,29785.527205808987,24602.96673739883,23213.149082044343
1739792498.333793,359,1298,29778.281621121176,24399.446889121253,23213.149082044343
1739792498.3504546,360,1300,29781.550412802604,24399.446889121253,23213.149082044343
1739792498.3658106,361,1302,29751.438283552732,24399.446889121253,23213.149082044343
1739792498.3798041,362,1303,29744.715322212982,24399.446889121253,23213.149082044343
1739792498.3938692,363,1307,29725.71591789167,24399.446889121253,23213.149082044343
1739792498.4095309,364,1308,29721.55094092132,24399.446889121253,23213.149082044343
1739792498.4256191,365,1308,29709.551522193837,24399.446889121253,23213.149082044343
1739792498.4412758,366,1308,29702.974173130027,24399.446889121253,23213.149082044343
1739792498.456198,367,1310,29677.235948592457,24399.446889121253,23213.149082044343
1739792498.4697473,368,1313,29686.941025084503,24399.446889121253,23213.149082044343
1739792498.4834764,369,1313,29679.20158118796,24384.017058198617,23213.149082044343
1739792498.4974184,370,1314,29682.02606602051,24384.017058198617,23213.149082044343
1739792498.5111334,371,1315,29694.752587274346,24384.017058198617,23213.149082044343
1739792498.5244117,372,1321,29676.870417033955,24384.017058198617,23213.149082044343
1739792498.5376344,373,1322,29674.259301063328,24384.017058198617,23213.149082044343
